"steamId","lives","time"
1030300,306,1757472833
1030300,307,1757472866
1030300,309,1757473346
1030300,310,1757473401
1030300,311,1757473834
1030300,312,1757474215
1030300,313,1757474294
1030300,314,1757474365
1030300,315,1757474449
1030300,316,1757475132
1030300,317,1757475297
1030300,318,1757475373
1030300,319,1757475751
1030300,320,1757475784
1030300,321,1757475878
1030300,322,1757475953
1030300,323,1757476025
1030300,324,1757476113
1030300,325,1757476249
1030300,326,1757476343
1030300,327,1757476453
1030300,328,1757476539
1030300,329,1757476605
1030300,330,1757476773
1030300,331,1757518788
1030300,332,1757518909
1030300,333,1757519012
1030300,334,1757519085
1030300,335,1757519238
1030300,336,1757519328
1030300,337,1757519405
1030300,338,1757519470
1030300,339,1757519600
1030300,340,1757519723
1030300,341,1757519853
1030300,342,1757519942
1030300,343,1757520018
1030300,344,1757520104
1030300,345,1757520190
1030300,346,1757520317
1030300,347,1757520419
1030300,348,1757520532
1030300,349,1757520650
1030300,350,1757520724
1030300,351,1757523783
1030300,352,1757524071
1030300,353,1757524498
1030300,354,1757525116
1030300,355,1757525214
1030300,356,1757525317
1030300,357,1757525467
1030300,358,1757526049
1030300,359,1757526243
1030300,360,1757528503
1030300,361,1757528578
1030300,362,1757528710
1030300,363,1757528815
1030300,364,1757528867
1030300,365,1757528940
1030300,366,1757529063
1030300,367,1757529135
1030300,368,1757529227
1030300,369,1757529325
1030300,370,1757529424
1030300,371,1757529592
1030300,372,1757529702
1030300,373,1757530031
2305840,48,1757531247
2305840,49,1757531508
2305840,50,1757531533
2305840,51,1757531583
2305840,52,1757531652
2305840,53,1757531695
2305840,54,1757531775
2305840,55,1757531820
2305840,56,1757531855
2305840,57,1757531906
2305840,58,1757532006
2305840,59,1757532034
2305840,60,1757532116
2305840,61,1757532260
2305840,62,1757532372
2305840,63,1757532538
2305840,64,1757532577
2305840,65,1757532612
2305840,66,1757532739
2305840,67,1757532766
2305840,68,1757532802
2305840,69,1757532829
322330,2,1757548660
322330,3,1757548682
322330,4,1757550235
1030300,374,1757701384
1030300,375,1757702071
1030300,376,1757702540
1030300,377,1757702608
1030300,378,1757702696
1030300,379,1757703323
1030300,380,1757703430
1030300,381,1757703526
1030300,382,1757703712
1030300,383,1757703808
1030300,384,1757703881
1030300,385,1757703999
1030300,386,1757704161
1030300,387,1757704233
1030300,388,1757704404
1030300,389,1757704484
1030300,390,1757704610
1030300,391,1757704698
1030300,392,1757704786
1030300,393,1757704917
1030300,394,1757705226
1030300,395,1757705311
1030300,396,1757705606
1030300,397,1757705695
1030300,398,1757705779
1030300,399,1757705950
1030300,400,1757706019
1030300,401,1757706153
1030300,402,1757706308
1030300,403,1757706420
1030300,404,1757706583
1030300,405,1757706682
1030300,406,1757706766
1030300,407,1757706850
1030300,408,1757707011
1030300,409,1757707098
1030300,410,1757707238
1030300,411,1757707374
1030300,412,1757707446
1030300,413,1757707591
1030300,414,1757712862
1030300,415,1757712945
1030300,416,1757713016
1030300,417,1757713078
1030300,418,1757713147
1030300,419,1757713251
1030300,420,1757713312
1030300,421,1757713875
1030300,422,1757714052
1030300,423,1757714107
1030300,424,1757714263
1030300,425,1757714379
1030300,426,1757714464
1030300,427,1757714526
1030300,428,1757714642
1030300,429,1757714698
1030300,430,1757714915
1030300,431,1757715080
1030300,432,1757715159
1030300,433,1757715224
1030300,434,1757715288
1030300,435,1757715372
1030300,436,1757715484
1030300,437,1757715621
1030300,438,1757715950
1030300,439,1757716126
1030300,440,1757716358
1030300,441,1757716432
1030300,442,1757716512
1030300,443,1757716597
1030300,444,1757716717
1030300,445,1757716784
1030300,446,1757716876
1030300,447,1757716999
1030300,448,1757717059
1030300,449,1757717131
1030300,450,1757717242
1030300,451,1757717377
1030300,452,1757717540
1030300,453,1757717642
1030300,454,1757717724
1030300,455,1757717789
1030300,456,1757717854
1030300,457,1757718022
1030300,458,1757718210
1030300,459,1757718291
1030300,460,1757718409
1030300,461,1757718554
1030300,462,1757718730
1030300,463,1757718886
1030300,464,1757718985
1030300,465,1757720520
1030300,466,1757720674
1030300,467,1757781859
1030300,468,1757781991
1030300,469,1757782163
1030300,470,1757782375
1030300,471,1757782478
1030300,472,1757782593
1030300,473,1757782691
1030300,474,1757782792
1030300,475,1757782829
1030300,476,1757782927
1030300,477,1757783059
1030300,478,1757783134
1030300,479,1757783221
1030300,480,1757783272
1030300,481,1757783390
1030300,482,1757783522
1030300,483,1757783617
1030300,484,1757783732
1030300,485,1757783839
1030300,486,1757783938
1030300,487,1757784048
1030300,488,1757784130
1030300,489,1757784239
1030300,490,1757784344
1030300,491,1757784463
1030300,492,1757784564
1030300,493,1757785268
1030300,494,1757785394
1030300,495,1757785461
1030300,496,1757785579
1030300,497,1757785691
1030300,498,1757785769
1030300,499,1757785879
1030300,500,1757785980
1030300,501,1757786122
1030300,502,1757786185
1030300,503,1757786268
1030300,504,1757786377
1030300,505,1757786479
1030300,506,1757786565
1030300,507,1757786811
1030300,508,1757786945
1030300,509,1757787028
1030300,510,1757787147
1030300,511,1757787723
1030300,512,1757787868
1030300,513,1757788030
1030300,514,1757788128
1030300,515,1757788232
1030300,516,1757788315
1030300,517,1757788331
1030300,518,1757788472
1030300,519,1757788565
1030300,520,1757788672
1030300,521,1757788752
1030300,522,1757788854
1030300,523,1757788989
1030300,524,1757789077
1030300,525,1757789153
1030300,526,1757789254
1030300,527,1757789399
1030300,528,1757789511
1030300,529,1757789610
1030300,530,1757789774
1030300,531,1757789881
1030300,532,1757789965
1030300,533,1757790083
1030300,534,1757790135
1030300,535,1757816945
1030300,536,1757817065
1030300,537,1757817665
1030300,538,1757817757
1030300,539,1757817884
1030300,540,1757817998
1030300,541,1757818140
1030300,542,1757818228
1030300,543,1757818367
1030300,544,1757818519
1030300,545,1757818597
1030300,546,1757818691
1030300,547,1757818769
1030300,548,1757818869
1030300,549,1757818988
1030300,550,1757819062
1030300,551,1757819180
1030300,552,1757819306
1030300,553,1757819424
1030300,554,1757819542
1030300,555,1757819627
1030300,556,1757819718
1030300,557,1757819834
1030300,558,1757819929
1030300,559,1757820035
1030300,560,1757820137
1030300,561,1757820265
1030300,562,1757820797
1030300,563,1757820950
1030300,564,1757821033
1030300,565,1757821098
1030300,566,1757821256
1030300,567,1757821349
1030300,568,1757821420
1030300,569,1757821529
1030300,570,1757821620
1030300,571,1757821709
1030300,572,1757821958
1030300,573,1757822060
1030300,574,1757822172
1030300,575,1757822260
1030300,576,1757822351
1030300,577,1757822446
1030300,578,1757822539
1030300,579,1757822617
1030300,580,1757822696
1030300,581,1757822790
1030300,582,1757822888
1030300,583,1757823017
1030300,584,1757823132
1030300,585,1757823262
1030300,586,1757823363
1030300,587,1757823482
1030300,588,1757823551
1030300,589,1757823650
1030300,590,1757823730
1030300,591,1757823836
1030300,592,1757823907
1030300,593,1757823998
1030300,594,1757824075
1030300,595,1757824203
1030300,596,1757824308
1030300,597,1757824419
1030300,598,1757824522
1030300,599,1757824628
1030300,600,1757824703
1030300,601,1757825497
1030300,602,1757825574
1030300,603,1757825672
1030300,604,1757825708
1030300,605,1757825829
1030300,606,1757825949
1030300,607,1757826045
1030300,608,1757826149
1030300,609,1757826241
1030300,610,1757826376
1030300,611,1757826455
1030300,612,1757826534
1030300,613,1757826610
1030300,614,1757826730
1030300,615,1757826839
1030300,616,1757826950
1030300,617,1757827078
1030300,618,1757827172
1030300,619,1757827245
311690,278,1757828109
311690,279,1757828629
1030300,620,1757862320
1030300,621,1757862426
1030300,622,1757862509
1030300,623,1757862591
1030300,624,1757862702
1030300,625,1757862823
1030300,626,1757862906
1030300,627,1757862996
1030300,628,1757863142
1030300,629,1757863246
1030300,630,1757863397
1030300,631,1757863506
1030300,632,1757863570
1030300,633,1757863683
1030300,634,1757863807
1030300,635,1757863933
1030300,636,1757864351
1030300,637,1757864472
1030300,638,1757864562
1030300,639,1757864653
1030300,640,1757864749
1030300,641,1757864850
1030300,642,1757864938
1030300,643,1757865060
1030300,644,1757865204
1030300,645,1757865316
1030300,646,1757865474
1030300,647,1757865551
1030300,648,1757865654
1030300,649,1757865801
1030300,650,1757865894
1030300,651,1757865983
1030300,652,1757866104
1030300,653,1757866199
1030300,654,1757866396
1030300,655,1757866575
1030300,656,1757866680
1030300,657,1757866842
1030300,658,1757867108
1030300,659,1757867201
1030300,660,1757867331
1030300,661,1757867494
1030300,662,1757867590
1030300,663,1757867704
1030300,664,1757867793
1030300,665,1757868065
1030300,666,1757868202
1030300,667,1757868307
1030300,668,1757868417
1030300,669,1757868507
1030300,670,1757868630
1030300,671,1757868707
1030300,672,1757868802
1030300,673,1757868904
1030300,674,1757868992
1030300,675,1757869076
1030300,676,1757869222
1030300,677,1757869295
1030300,678,1757869406
1030300,679,1757869526
1030300,680,1757869639
1030300,681,1757869771
1030300,682,1757869863
1030300,683,1757869969
1030300,684,1757870108
1030300,685,1757870165
1030300,686,1757870254
1030300,687,1757870341
1030300,688,1757870466
1030300,689,1757870589
1030300,690,1757870727
1030300,691,1757870868
1030300,692,1757870977
1030300,693,1757872287
1030300,694,1757872361
1030300,695,1757872494
1030300,696,1757872597
1030300,697,1757872710
1030300,698,1757872856
1030300,699,1757872938
1030300,700,1757873043
1030300,701,1757873118
1030300,702,1757873245
1030300,703,1757873346
1030300,704,1757873447
1030300,705,1757873518
1030300,706,1757873598
1030300,707,1757873661
1030300,708,1757873794
1030300,709,1757873895
1030300,710,1757874002
1030300,711,1757874104
1030300,712,1757874248
1030300,713,1757874317
1030300,714,1757874654
1030300,715,1757874787
1030300,716,1757874929
1030300,717,1757875058
1030300,718,1757875215
1030300,719,1757875296
1030300,720,1757875491
1030300,721,1757875670
1030300,722,1757875980
1030300,723,1757876049
1030300,724,1757876138
1030300,725,1757876343
1030300,726,1757876412
1030300,727,1757876578
1030300,728,1757876703
1030300,729,1757876804
1030300,730,1757876904
1030300,731,1757877090
1030300,732,1757877172
1030300,733,1757877252
1030300,734,1757877409
1030300,735,1757877475
1030300,736,1757877577
1030300,737,1757877663
1030300,738,1757877932
1030300,739,1757878033
1030300,740,1757878165
1030300,741,1757878320
1030300,742,1757878410
1030300,743,1757878529
1030300,744,1757878748
1030300,745,1757878943
1030300,746,1757879046
1030300,747,1757879173
1030300,748,1757879246
1030300,749,1757879432
1030300,750,1757879557
1030300,751,1757879708
1030300,752,1757879838
1030300,753,1757879997
1030300,754,1757880171
1030300,755,1757880305
1030300,756,1757880455
1030300,757,1757880702
1030300,758,1757880790
1030300,759,1757880916
1030300,760,1757881013
1672970,43,1757889626
1672970,44,1757889678
1672970,45,1757889721
1672970,46,1757893130
1672970,47,1757893197
1672970,48,1757893302
1672970,49,1757893304
1672970,50,1757893352
1672970,51,1757893353
1672970,52,1757893520
1672970,53,1757893521
1672970,54,1757893696
1672970,55,1757893697
1672970,56,1757893709
1672970,57,1757893797
1672970,58,1757893993
1672970,59,1757894003
1672970,60,1757894004
1672970,61,1757894511
1672970,62,1757894646
1030300,761,1757898506
1030300,762,1757899130
1030300,763,1757899209
1030300,764,1757899261
1030300,765,1757899316
1030300,766,1757899367
1030300,767,1757899943
1030300,768,1757900012
1030300,769,1757902199
1030300,770,1757956816
1030300,771,1757957444
1030300,772,1757958422
1030300,773,1757958735
1030300,774,1757960361
1030300,775,1757960720
1030300,776,1757960768
1030300,777,1757960833
1030300,778,1757960860
1030300,779,1757960893
1030300,780,1757960978
1030300,781,1757961017
1030300,782,1757961074
1030300,783,1757961110
1030300,784,1757961151
1030300,785,1757961238
1030300,786,1757961274
1030300,787,1757961468
1030300,788,1757961510
1030300,789,1757961620
1030300,790,1757961827
1030300,791,1757962009
1030300,792,1757962041
1030300,793,1757962290
1030300,794,1757962344
1030300,795,1757962497
1030300,796,1757962552
1030300,797,1757962580
1030300,798,1757962864
1030300,799,1757962934
1030300,800,1757962958
1030300,801,1757962997
1030300,802,1757963022
1030300,803,1757963108
1030300,804,1757963165
1030300,805,1757963508
1030300,806,1757963767
1030300,807,1757963841
1030300,808,1757963913
1030300,809,1757963989
1030300,810,1757964225
1030300,811,1757964248
1030300,812,1757964525
1030300,813,1757982645
1030300,814,1757982973
1030300,815,1757983224
1030300,816,1757983378
1030300,817,1757983453
1030300,818,1757983704
1030300,819,1757983959
1030300,820,1757984178
1030300,821,1757984384
1030300,822,1757984572
1030300,823,1757985103
1030300,824,1757985104
1030300,825,1757985395
1030300,826,1757985551
1030300,827,1757985724
1030300,828,1757985894
1030300,829,1757985976
1030300,830,1757986351
1030300,831,1757986460
1030300,832,1757986800
1030300,833,1757987027
1030300,834,1757987260
1030300,835,1757987593
1030300,836,1757987847
1030300,837,1757988169
1030300,838,1758031768
1030300,839,1758032015
1030300,840,1758032076
1030300,841,1758032411
1030300,842,1758032703
1030300,843,1758032776
1030300,844,1758032874
1030300,845,1758033124
1030300,846,1758033328
1030300,847,1758033604
1030300,848,1758033905
1030300,849,1758034340
1030300,850,1758034607
1030300,851,1758034831
1030300,852,1758035101
1030300,853,1758035334
1030300,854,1758036080
1030300,855,1758036342
1030300,856,1758036743
1030300,857,1758036808
1030300,858,1758037126
1030300,859,1758037464
1030300,860,1758037681
1030300,861,1758037998
1030300,862,1758043955
1030300,863,1758044319
1030300,864,1758044525
1030300,865,1758044977
1030300,866,1758045003
1030300,867,1758045271
1030300,868,1758045511
1030300,869,1758046376
1030300,870,1758046501
1030300,871,1758046635
1030300,872,1758046739
1030300,873,1758046846
1030300,874,1758046997
1030300,875,1758047087
1030300,876,1758047206
1030300,877,1758047361
1030300,878,1758047547
1030300,879,1758049174
1030300,880,1758051645
1030300,881,1758052120
1030300,882,1758052879
1030300,883,1758053116
1030300,884,1758053434
1150530,47,1758064014
1150530,48,1758064015
1150530,49,1758064016
1150530,50,1758064017
1030300,885,1758164974
1030300,886,1758165079
1030300,887,1758165354
1030300,888,1758165668
1030300,889,1758165910
1030300,890,1758165962
1030300,891,1758166023
1030300,892,1758166278
1030300,893,1758166483
1030300,894,1758166688
1030300,895,1758166866
1030300,896,1758167812
1030300,897,1758329018
1030300,898,1758329237
1030300,899,1758329420
1030300,900,1758329572
1030300,901,1758331145
1030300,902,1758331533
1214670,353,1758399124
1214670,354,1758399725
1214670,355,1758400045
1214670,356,1758400438
1214670,357,1758405530
1214670,358,1758407582
1214670,359,1758407606
1214670,360,1758408324
1214670,361,1758409220
1214670,362,1758409222
1214670,363,1758410423
1214670,364,1758410424
1214670,365,1758410491
1214670,366,1758470142
1214670,367,1758470143
1214670,368,1758470144
1214670,369,1758470662
1214670,370,1758470662
1214670,371,1758471287
1214670,372,1758471289
1214670,373,1758472318
1214670,374,1758472320
1214670,375,1758472321
1214670,376,1758473873
1214670,377,1758473875
1214670,378,1758474245
1214670,379,1758474247
1214670,380,1758474249
1214670,381,1758474266
1214670,382,1758474267
1214670,383,1758474269
1214670,384,1758474710
1214670,385,1758474712
311690,280,1758490982
1030300,903,1758491819
1030300,904,1758492082
1030300,905,1758492130
1030300,906,1758492434
1030300,907,1758494782
1030300,908,1758578154
1030300,909,1758597072
1030300,910,1758597294
1030300,911,1758597776
1030300,912,1758597971
1030300,913,1758598258
1030300,914,1758598490
1030300,915,1758599338
1030300,916,1758599459
1030300,917,1758643696
1030300,918,1758643943
1030300,919,1758644131
1030300,920,1758644240
1030300,921,1758644326
1030300,922,1758644638
1030300,923,1758644883
1030300,924,1758645115
1030300,925,1758645495
1030300,926,1758647305
1030300,927,1758647794
1030300,928,1758647971
1030300,929,1758648489
1030300,930,1758648796
1030300,931,1758649399
1030300,932,1758649553
1030300,933,1758650005
1030300,934,1758650429
1030300,935,1758650618
1030300,936,1758650918
1030300,937,1758651080
1030300,938,1758651242
1030300,939,1758651363
1030300,940,1758651502
1030300,941,1758668726
1030300,942,1758668924
1030300,943,1758669380
1030300,944,1758669620
1030300,945,1758670174
1030300,946,1758671530
1030300,947,1758737199
1030300,948,1758739658
1030300,949,1758741519
1030300,950,1758742103
311690,281,1758751883
311690,282,1758753023
311690,283,1758753025
1030300,951,1758911635
1030300,952,1758911892
1030300,953,1758912040
1030300,954,1758912265
1030300,955,1758912431
1030300,956,1758913061
1030300,957,1758913066
1030300,958,1758913161
1030300,959,1758913200
1030300,960,1758915005
1030300,961,1758915224
1030300,962,1759111202
1030300,963,1759111206
1030300,964,1759111841
1030300,965,1759112005
1030300,966,1759112065
1030300,967,1759112207
1030300,968,1759112305
1030300,969,1759112487
1030300,970,1759112751
1030300,971,1759113270
1030300,972,1759113528
1030300,973,1759113615
1030300,974,1759113878
1030300,975,1759114012
1030300,976,1759155361
1030300,977,1759156152
1030300,978,1759156338
1030300,979,1759156455
1030300,980,1759156532
1030300,981,1759156601
1030300,982,1759156716
1030300,983,1759156761
1030300,984,1759156909
1030300,985,1759157838
1030300,986,1759158076
1030300,987,1759158435
1030300,988,1759158755
1030300,989,1759158980
1030300,990,1759159034
1030300,991,1759159078
1030300,992,1759159287
1030300,993,1759159438
1030300,994,1759159567
1030300,995,1759159885
1030300,996,1759159965
1030300,997,1759160037
1030300,998,1759160231
1030300,999,1759160355
1030300,1000,1759160493
1030300,1001,1759161550
1030300,1002,1759161856
1030300,1003,1759162223
1030300,1004,1759162375
1030300,1005,1759162505
1030300,1006,1759162638
1030300,1007,1759162738
1030300,1008,1759162828
1030300,1009,1759163023
1030300,1010,1759163375
1030300,1011,1759163624
1030300,1012,1759163810
1030300,1013,1759163993
1030300,1014,1759164132
1030300,1015,1759164227
1030300,1016,1759164314
1030300,1017,1759164395
1030300,1018,1759164465
1030300,1019,1759164640
1030300,1020,1759164802
1030300,1021,1759165147
1030300,1022,1759165270
1030300,1023,1759165401
1030300,1024,1759165671
1030300,1025,1759165791
1030300,1026,1759165850
1030300,1027,1759166027
1030300,1028,1759166169
1030300,1029,1759166258
1030300,1030,1759166530
1030300,1031,1759166618
1030300,1032,1759169940
1030300,1033,1759170074
1030300,1034,1759170257
1030300,1035,1759170553
1030300,1036,1759170760
1030300,1037,1759170825
1030300,1038,1759171000
1030300,1039,1759171102
1030300,1040,1759171173
1030300,1041,1759171296
1030300,1042,1759171479
1030300,1043,1759171546
1030300,1044,1759171610
1030300,1045,1759171860
1030300,1046,1759172033
1030300,1047,1759172156
1030300,1048,1759172344
1030300,1049,1759172667
1030300,1050,1759173018
1030300,1051,1759173130
1030300,1052,1759173200
1030300,1053,1759173355
1030300,1054,1759173516
1030300,1055,1759173691
1030300,1056,1759173915
1030300,1057,1759174056
1030300,1058,1759174181
1030300,1059,1759176465
1030300,1060,1759176554
1030300,1061,1759176851
1030300,1062,1759177016
1030300,1063,1759177064
1030300,1064,1759177160
1030300,1065,1759177399
1030300,1066,1759177712
1030300,1067,1759177828
1030300,1068,1759178382
1030300,1069,1759184236
1030300,1070,1759184607
1030300,1071,1759184815
1030300,1072,1759184894
1030300,1073,1759185019
1030300,1074,1759185648
1030300,1075,1759186029
1030300,1076,1759186106
1030300,1077,1759186473
1030300,1078,1759186531
1030300,1079,1759186593
1030300,1080,1759186644
1030300,1081,1759186978
1030300,1082,1759187053
1030300,1083,1759187237
1030300,1084,1759187396
1030300,1085,1759187550
1030300,1086,1759187823
1030300,1087,1759187880
1030300,1088,1759187982
1030300,1089,1759188112
1030300,1090,1759188159
1030300,1091,1759188302
1030300,1092,1759188392
1030300,1093,1759188525
1030300,1094,1759188834
1030300,1095,1759189041
1030300,1096,1759189126
1030300,1097,1759189432
1030300,1098,1759189511
1030300,1099,1759189636
1030300,1100,1759189740
1030300,1101,1759189937
1030300,1102,1759189988
1030300,1103,1759190252
1030300,1104,1759190342
1030300,1105,1759190510
1030300,1106,1759190814
1030300,1107,1759190932
1030300,1108,1759191262
1030300,1109,1759191333
1030300,1110,1759191443
1030300,1111,1759191484
1030300,1112,1759193624
1030300,1113,1759193748
1030300,1114,1759193879
1030300,1115,1759193999
1030300,1116,1759194159
1030300,1117,1759194260
1030300,1118,1759194579
1030300,1119,1759194892
1030300,1120,1759195081
1030300,1121,1759195172
1030300,1122,1759195368
1030300,1123,1759195501
1030300,1124,1759195610
1030300,1125,1759195890
1030300,1126,1759196067
1030300,1127,1759196209
1030300,1128,1759196474
1030300,1129,1759196507
1030300,1130,1759198076
1030300,1131,1759198428
1030300,1132,1759201376
1030300,1133,1759202119
1030300,1134,1759204105
